idvisit,idaction_name,document,documenttime,search_cat,search,searchtime
209679,21557,DoDFMR V11BCH3.pdf,2021-04-26T19:20:25.000Z,GAMECHANGER_gamechanger_combined,when to use contract authority,2021-04-26T19:20:02.000Z
209769,21444,CFETP 51JX.pdf,2021-04-26T19:47:51.000Z,GAMECHANGER_gamechanger_combined,air force drinking water,2021-04-26T19:46:44.000Z
209769,21444,CFETP 51JX.pdf,2021-04-26T19:47:51.000Z,GAMECHANGER_gamechanger_combined,air force drinking water,2021-04-26T19:46:44.000Z
209769,21444,CFETP 51JX.pdf,2021-04-26T19:47:51.000Z,GAMECHANGER_gamechanger_combined,air force drinking water,2021-04-26T19:46:44.000Z
209925,21568,AFMAN 21-200.pdf,2021-04-26T20:41:20.000Z,GAMECHANGER_gamechanger_combined,&quot;Air Force&quot;AND&quot; Nuclear Weapons Center&quot;,2021-04-26T20:40:24.000Z
209925,21568,AFMAN 21-200.pdf,2021-04-26T20:41:19.000Z,GAMECHANGER_gamechanger_combined,&quot;Air Force&quot;AND&quot; Nuclear Weapons Center&quot;,2021-04-26T20:40:24.000Z
209925,21567,AFI 13-500.pdf,2021-04-26T20:39:23.000Z,GAMECHANGER_gamechanger_combined,Air Force Nuclear Weapons Center,2021-04-26T20:39:13.000Z
209925,21567,AFI 13-500.pdf,2021-04-26T20:39:23.000Z,GAMECHANGER_gamechanger_combined,Air Force Nuclear Weapons Center,2021-04-26T20:39:13.000Z
209925,21567,AFI 13-500.pdf,2021-04-26T20:39:22.000Z,GAMECHANGER_gamechanger_combined,Air Force Nuclear Weapons Center,2021-04-26T20:39:13.000Z
209978,21575,AFJI 23-504.pdf,2021-04-26T21:17:24.000Z,GAMECHANGER_gamechanger_combined,radium,2021-04-26T21:16:53.000Z
209978,21575,AFJI 23-504.pdf,2021-04-26T21:17:24.000Z,GAMECHANGER_gamechanger_combined,radium,2021-04-26T21:16:53.000Z
209978,21575,AFJI 23-504.pdf,2021-04-26T21:17:23.000Z,GAMECHANGER_gamechanger_combined,radium,2021-04-26T21:16:53.000Z
210041,21578,AR 600-8-7.pdf,2021-04-26T21:58:48.000Z,GAMECHANGER_gamechanger_combined,10 USC 3681,2021-04-26T21:58:36.000Z
210041,21578,AR 600-8-7.pdf,2021-04-26T21:58:48.000Z,GAMECHANGER_gamechanger_combined,10 USC 3681,2021-04-26T21:58:36.000Z
210490,21589,4th Estate Learning Management Workgroup.pdf,2021-04-27T11:34:00.000Z,GAMECHANGER_gamechanger_combined,workgroup,2021-04-27T11:29:00.000Z
210490,21589,4th Estate Learning Management Workgroup.pdf,2021-04-27T11:33:59.000Z,GAMECHANGER_gamechanger_combined,workgroup,2021-04-27T11:29:00.000Z
210490,21589,4th Estate Learning Management Workgroup.pdf,2021-04-27T11:30:24.000Z,GAMECHANGER_gamechanger_combined,workgroup,2021-04-27T11:29:00.000Z
210490,21589,4th Estate Learning Management Workgroup.pdf,2021-04-27T11:30:23.000Z,GAMECHANGER_gamechanger_combined,workgroup,2021-04-27T11:29:00.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:42:38.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:42:38.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:42:37.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:41:58.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:41:58.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:41:57.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:40:19.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:40:19.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210527,21593,AR 740-26.pdf,2021-04-27T11:40:19.000Z,GAMECHANGER_gamechanger_combined,FLIPL Requirement,2021-04-27T11:38:31.000Z
210777,21560,AFI 62-601.pdf,2021-04-27T13:26:37.000Z,GAMECHANGER_gamechanger_combined,&quot;Service life extension program&quot;,2021-04-27T13:13:38.000Z
210777,21560,AFI 62-601.pdf,2021-04-27T13:26:37.000Z,GAMECHANGER_gamechanger_combined,&quot;Service life extension program&quot;,2021-04-27T13:13:38.000Z
210777,21560,AFI 62-601.pdf,2021-04-27T13:26:36.000Z,GAMECHANGER_gamechanger_combined,&quot;Service life extension program&quot;,2021-04-27T13:13:38.000Z
211152,21611,AFPD 23-1.pdf,2021-04-27T14:08:06.000Z,GAMECHANGER_gamechanger_combined,AFPD 23-1,2021-04-27T14:07:55.000Z
211152,21611,AFPD 23-1.pdf,2021-04-27T14:08:06.000Z,GAMECHANGER_gamechanger_combined,AFPD 23-1,2021-04-27T14:07:55.000Z
211152,21611,AFPD 23-1.pdf,2021-04-27T14:08:06.000Z,GAMECHANGER_gamechanger_combined,AFPD 23-1,2021-04-27T14:07:55.000Z
211187,21614,AFMAN 23-122.pdf,2021-04-27T14:19:09.000Z,GAMECHANGER_gamechanger_combined,&quot;Equipment specialist&quot;,2021-04-27T14:16:53.000Z
211187,21614,AFMAN 23-122.pdf,2021-04-27T14:19:09.000Z,GAMECHANGER_gamechanger_combined,&quot;Equipment specialist&quot;,2021-04-27T14:16:53.000Z
211187,21614,AFMAN 23-122.pdf,2021-04-27T14:19:08.000Z,GAMECHANGER_gamechanger_combined,&quot;Equipment specialist&quot;,2021-04-27T14:16:53.000Z
211187,21614,AFMAN 23-120.pdf,2021-04-27T14:17:32.000Z,GAMECHANGER_gamechanger_combined,&quot;Equipment specialist&quot;,2021-04-27T14:16:53.000Z
211187,21614,AFMAN 23-120.pdf,2021-04-27T14:17:32.000Z,GAMECHANGER_gamechanger_combined,&quot;Equipment specialist&quot;,2021-04-27T14:16:53.000Z
211187,21614,AFMAN 23-120.pdf,2021-04-27T14:17:32.000Z,GAMECHANGER_gamechanger_combined,&quot;Equipment specialist&quot;,2021-04-27T14:16:53.000Z
211269,3267,AFI 65-118.pdf,2021-04-27T14:38:17.000Z,GAMECHANGER_gamechanger_combined,AFI 65-118,2021-04-27T14:38:01.000Z
211269,3267,AFI 65-118.pdf,2021-04-27T14:38:17.000Z,GAMECHANGER_gamechanger_combined,AFI 65-118,2021-04-27T14:38:01.000Z
211269,3267,AFI 65-118.pdf,2021-04-27T14:38:16.000Z,GAMECHANGER_gamechanger_combined,AFI 65-118,2021-04-27T14:38:01.000Z
211269,21621,AFPD 65-1.pdf,2021-04-27T14:36:53.000Z,GAMECHANGER_gamechanger_combined,MIPRS,2021-04-27T14:30:00.000Z
211269,21621,AFPD 65-1.pdf,2021-04-27T14:36:53.000Z,GAMECHANGER_gamechanger_combined,MIPRS,2021-04-27T14:30:00.000Z
211286,21624,Memorandum of Understanding in Support of Operation Warp Speed.pdf,2021-04-27T14:35:55.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:35:28.000Z
211286,21624,Memorandum of Understanding in Support of Operation Warp Speed.pdf,2021-04-27T14:35:54.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:35:28.000Z
211286,21624,Delegation of Authority to Extend or Terminate DoD Participation in Operation Warp Speed MOU.pdf,2021-04-27T14:34:54.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211286,21624,Delegation of Authority to Extend or Terminate DoD Participation in Operation Warp Speed MOU.pdf,2021-04-27T14:34:54.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211286,21624,Delegation of Authority to Extend or Terminate DoD Participation in Operation Warp Speed MOU.pdf,2021-04-27T14:34:53.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211286,21624,On-Site Personnel Support for Operation Warp Speed.pdf,2021-04-27T14:34:05.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211286,21624,On-Site Personnel Support for Operation Warp Speed.pdf,2021-04-27T14:34:05.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211286,21624,Memorandum of Understanding in Support of Operation Warp Speed.pdf,2021-04-27T14:32:22.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211286,21624,Memorandum of Understanding in Support of Operation Warp Speed.pdf,2021-04-27T14:32:21.000Z,GAMECHANGER_gamechanger_combined,operation warp speed,2021-04-27T14:32:08.000Z
211344,21656,HAFMD 1-52.pdf,2021-04-27T15:14:14.000Z,GAMECHANGER_gamechanger_combined,Air Operations Center and congress,2021-04-27T15:13:21.000Z
211344,21656,HAFMD 1-52.pdf,2021-04-27T15:14:14.000Z,GAMECHANGER_gamechanger_combined,Air Operations Center and congress,2021-04-27T15:13:21.000Z
211344,21656,HAFMD 1-52.pdf,2021-04-27T15:14:13.000Z,GAMECHANGER_gamechanger_combined,Air Operations Center and congress,2021-04-27T15:13:21.000Z
211368,21634,CJCSM 3500.03E.pdf,2021-04-27T14:48:29.000Z,GAMECHANGER_gamechanger_combined,CJCSM 3500.03E,2021-04-27T14:48:09.000Z
211368,21634,CJCSM 3500.03E.pdf,2021-04-27T14:48:28.000Z,GAMECHANGER_gamechanger_combined,CJCSM 3500.03E,2021-04-27T14:48:09.000Z
211447,21652,AAMedP 1.1.pdf,2021-04-27T15:09:17.000Z,GAMECHANGER_gamechanger_combined,&quot;NDAA&quot;,2021-04-27T15:08:38.000Z
211447,21652,AAMedP 1.1.pdf,2021-04-27T15:09:16.000Z,GAMECHANGER_gamechanger_combined,&quot;NDAA&quot;,2021-04-27T15:08:38.000Z
211447,480,NDAA 2017 Conference Report.pdf,2021-04-27T15:07:38.000Z,GAMECHANGER_gamechanger_combined,NDAA,2021-04-27T15:07:22.000Z
211447,480,NDAA 2017 Conference Report.pdf,2021-04-27T15:07:37.000Z,GAMECHANGER_gamechanger_combined,NDAA,2021-04-27T15:07:22.000Z
211506,5478,OPNAVINST 11010.20H CH-1.pdf,2021-04-27T15:21:06.000Z,GAMECHANGER_gamechanger_combined,material handling equipment,2021-04-27T15:20:32.000Z
211506,5478,OPNAVINST 11010.20H CH-1.pdf,2021-04-27T15:21:05.000Z,GAMECHANGER_gamechanger_combined,material handling equipment,2021-04-27T15:20:32.000Z
211522,21669,AR 608-1.pdf,2021-04-27T15:25:24.000Z,GAMECHANGER_gamechanger_combined,&quot;gratuitous services&quot;,2021-04-27T15:25:07.000Z
211522,21669,AR 608-1.pdf,2021-04-27T15:25:23.000Z,GAMECHANGER_gamechanger_combined,&quot;gratuitous services&quot;,2021-04-27T15:25:07.000Z
211667,21680,AR 600-8-6.pdf,2021-04-27T15:57:41.000Z,GAMECHANGER_gamechanger_combined,PERSONNEL ACCOUNTING AND STRENGTH REPORTING,2021-04-27T15:57:18.000Z
211667,21680,AR 600-8-6.pdf,2021-04-27T15:57:40.000Z,GAMECHANGER_gamechanger_combined,PERSONNEL ACCOUNTING AND STRENGTH REPORTING,2021-04-27T15:57:18.000Z
211843,21708,2018 - Section 809 Panel - (Vol 1) Report of the Advisory Panel on Streamlining and Codifying ACQ Regulations.pdf,2021-04-27T16:58:50.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M FMR,2021-04-27T16:54:57.000Z
211843,21708,2018 - Section 809 Panel - (Vol 1) Report of the Advisory Panel on Streamlining and Codifying ACQ Regulations.pdf,2021-04-27T16:58:50.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M FMR,2021-04-27T16:54:57.000Z
211843,21708,2018 - Section 809 Panel - (Vol 1) Report of the Advisory Panel on Streamlining and Codifying ACQ Regulations.pdf,2021-04-27T16:58:50.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M FMR,2021-04-27T16:54:57.000Z
211843,21708,Joint Officer Handbook - Staffing and Action Guide (2011).pdf,2021-04-27T16:55:16.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M FMR,2021-04-27T16:54:57.000Z
211843,21708,Joint Officer Handbook - Staffing and Action Guide (2011).pdf,2021-04-27T16:55:16.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M FMR,2021-04-27T16:54:57.000Z
211843,21708,Joint Officer Handbook - Staffing and Action Guide (2011).pdf,2021-04-27T16:55:15.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M FMR,2021-04-27T16:54:57.000Z
211843,21702,DoDFMR V2BCH8.pdf,2021-04-27T16:52:15.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V2BCH8.pdf,2021-04-27T16:52:15.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V2BCH8.pdf,2021-04-27T16:52:15.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V4CH28.pdf,2021-04-27T16:51:05.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V4CH28.pdf,2021-04-27T16:51:04.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V4CH28.pdf,2021-04-27T16:51:04.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V6ACH4.pdf,2021-04-27T16:50:14.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V6ACH4.pdf,2021-04-27T16:50:14.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
211843,21702,DoDFMR V6ACH4.pdf,2021-04-27T16:50:13.000Z,GAMECHANGER_gamechanger_combined,RDT&amp;E vs O&amp;M,2021-04-27T16:48:47.000Z
